text,lean,pred,prob
martin jersey,pos,1,0.982980489730835
martin inauguration,pos,1,0.7357301115989685
martin declined,pos,1,0.8785133361816406
martin airline,pos,1,0.9697840213775635
martin nonprofit,pos,1,0.9739590287208557
martin canceled,pos,1,0.9853364825248718
martin musical,pos,1,0.9312208890914917
martin critic,pos,1,0.880362868309021
martin repeal,pos,1,0.9488319754600525
martin afterward,pos,1,0.9656791687011719
martin insurers,pos,1,0.9566155672073364
martin transgender,pos,1,0.9307531118392944
martin tour,pos,1,0.9478907585144043
martin restaurant,pos,1,0.9226056337356567
martin telephone,pos,1,0.9593349695205688
martin captain,pos,1,0.9363929033279419
martin spokeswoman,pos,1,0.9107463955879211
martin sued,pos,1,0.9678295254707336
martin commissioner,pos,1,0.9592918753623962
martin mills,pos,1,0.97113037109375
martin memorial,pos,1,0.8674002885818481
martin academy,pos,1,0.9782373905181885
martin nominees,pos,1,0.969805896282196
martin teams,pos,1,0.9358936548233032
martin hotels,pos,1,0.9755374193191528
martin theater,pos,1,0.7843815088272095
martin hoped,pos,1,0.8949373364448547
martin executives,pos,1,0.9451985359191895
martin ambitious,pos,1,0.876978874206543
martin pink,pos,1,0.9379627704620361
martin queens,pos,1,0.9528872966766357
martin drama,pos,1,0.8143495321273804
martin beach,pos,1,0.9340602159500122
martin passengers,pos,1,0.9816895723342896
martin longtime,pos,1,0.9778321385383606
martin artists,pos,1,0.837458610534668
martin sports,pos,1,0.8753452897071838
martin executive,pos,1,0.8633276224136353
martin neighborhood,pos,1,0.9807528257369995
martin drew,pos,1,0.9313434362411499
martin brands,pos,1,0.7986048460006714
martin kitchen,pos,1,0.9650192260742188
martin pleaded,pos,1,0.9451786875724792
martin songs,pos,1,0.9660207033157349
martin tickets,pos,1,0.7570390105247498
martin photograph,pos,1,0.7178525924682617
martin mayor,pos,1,0.9556348919868469
martin rivals,pos,1,0.9467339515686035
martin younger,pos,1,0.9262491464614868
martin reviews,pos,1,0.9479028582572937
martin hearings,pos,1,0.934659481048584
martin denounced,pos,1,0.8288832902908325
martin critics,pos,1,0.8422764539718628
martin criticized,pos,1,0.943925142288208
martin singer,pos,1,0.9830251932144165
martin seemed,pos,1,0.6586368680000305
martin attackers,pos,1,0.8293561339378357
martin hosts,pos,1,0.9802078604698181
martin sharply,pos,1,0.9285112619400024
martin convention,pos,1,0.9001225233078003
martin customs,pos,1,0.9674073457717896
martin song,pos,1,0.8873888254165649
martin acknowledged,pos,1,0.9446619749069214
martin professor,pos,1,0.958755612373352
martin podcast,pos,1,0.9837918877601624
martin speaker,pos,1,0.9721759557723999
martin festival,pos,1,0.6986907720565796
martin chief,pos,1,0.9421965479850769
martin transportation,pos,1,0.9526132345199585
martin celebrated,pos,1,0.8751904964447021
martin medal,pos,1,0.7211050391197205
martin embraced,pos,1,0.917746901512146
martin deportation,pos,1,0.9744840860366821
martin floor,pos,1,0.8838797807693481
martin awards,pos,1,0.9629693627357483
martin praised,pos,1,0.6133861541748047
martin scheduled,pos,1,0.8681293725967407
martin 700,pos,1,0.9604949951171875
martin attended,pos,1,0.8960163593292236
martin games,pos,1,0.9247252345085144
martin regulators,pos,1,0.9739788770675659
martin fans,pos,1,0.9181734323501587
martin performance,pos,1,0.9443327188491821
martin landed,pos,1,0.9432381391525269
martin shoes,pos,1,0.9416894912719727
martin app,pos,1,0.8578530550003052
martin photographs,pos,1,0.936552107334137
martin music,pos,1,0.9407249093055725
martin aides,pos,1,0.9030507802963257
martin finished,pos,1,0.9213699698448181
martin briefly,pos,1,0.9618223309516907
martin vowed,pos,1,0.9896158576011658
martin relatives,pos,1,0.8719285726547241
martin player,pos,1,0.9181622266769409
martin tech,pos,1,0.7287762761116028
martin characters,pos,1,0.9400486946105957
martin lawyer,pos,1,0.9750844240188599
martin immigrant,pos,1,0.9501852989196777
martin drove,pos,1,0.8941735029220581
martin traveled,pos,1,0.9466373324394226
martin french,pos,1,0.9521073698997498
martin parenthood,pos,1,0.8998504877090454
martin partly,pos,1,0.9642854928970337
martin driver,pos,1,0.9589058756828308
martin pair,pos,1,0.9745625257492065
martin artist,pos,1,0.9590390920639038
martin diplomats,pos,1,0.9092950224876404
martin clubs,pos,1,0.9686728119850159
martin champion,pos,1,0.9333087205886841
martin afternoon,pos,1,0.9057438373565674
martin lawmakers,pos,1,0.8762831687927246
martin parking,pos,1,0.9890571236610413
martin ratings,pos,1,0.8613572120666504
martin arriving,pos,1,0.878426194190979
martin waited,pos,1,0.9906260967254639
martin tracks,pos,1,0.9811660647392273
martin prompted,pos,1,0.8325415253639221
martin episode,pos,1,0.8850927948951721
martin departure,pos,1,0.9806088209152222
martin advertising,pos,1,0.9720370769500732
martin tourists,pos,1,0.9572819471359253
martin nearby,pos,1,0.9349825382232666
martin travel,pos,1,0.9509555697441101
martin rooms,pos,1,0.929060697555542
martin bar,pos,1,0.9736528396606445
martin television,pos,1,0.9586861729621887
martin governing,pos,1,0.9855146408081055
martin adviser,pos,1,0.9375981688499451
martin stars,pos,1,0.9629637002944946
martin luxury,pos,1,0.9838521480560303
martin shopping,pos,1,0.9293727874755859
martin featuring,pos,1,0.8870194554328918
martin competing,pos,1,0.9286187887191772
martin tower,pos,1,0.9691026210784912
josh sunday,pos,1,0.5007526874542236
josh steven,pos,1,0.9731581807136536
josh san,pos,1,0.9292521476745605
josh gore,pos,1,0.9656103253364563
josh dutch,pos,1,0.888858437538147
josh washington,pos,1,0.8902430534362793
josh kerry,pos,1,0.9862525463104248
josh conway,pos,1,0.9183287620544434
josh milo,pos,0,0.4757652282714844
josh jeff,pos,1,0.8369985818862915
josh maher,pos,1,0.7812452912330627
josh alaska,pos,1,0.9845967292785645
josh michelle,pos,1,0.792391300201416
josh justin,pos,1,0.9290856719017029
josh melania,pos,1,0.7565349340438843
josh chelsea,pos,1,0.9909814596176147
josh warren,pos,1,0.9397246837615967
josh ap,pos,1,0.5668367147445679
josh berkeley,pos,1,0.9613422155380249
josh jay,pos,1,0.9688602685928345
josh gen,pos,1,0.974230170249939
josh kaepernick,pos,1,0.9470639824867249
josh weekdays,pos,1,0.909744143486023
josh 0,pos,1,0.9946126937866211
josh com,pos,0,0.23467975854873657
josh tournament,pos,1,0.9263774752616882
josh doping,pos,1,0.9590151309967041
josh soccer,pos,1,0.9029993414878845
josh basketball,pos,1,0.7837965488433838
josh museum,pos,1,0.687153697013855
josh gunman,pos,1,0.932004451751709
josh cellphone,pos,1,0.5756760835647583
josh championship,pos,1,0.9741730690002441
josh dean,pos,1,0.8992006182670593
josh anonymity,pos,1,0.939300537109375
josh 125,pos,1,0.9571397304534912
josh travelers,pos,1,0.9338537454605103
josh recalled,pos,1,0.8680622577667236
josh coach,pos,1,0.6433822512626648
josh restaurants,pos,1,0.9447877407073975
josh athletes,pos,1,0.9683421850204468
josh chancellor,pos,1,0.9106138348579407
josh briefing,pos,1,0.6525884866714478
josh sport,pos,0,0.31276169419288635
josh album,pos,1,0.9037203788757324
josh subway,pos,1,0.9009402990341187
josh downtown,pos,1,0.9536640644073486
josh tennis,pos,1,0.9542429447174072
josh mike,pos,1,0.9602689146995544
josh counterterrorism,pos,1,0.9510833024978638
josh senators,pos,1,0.9406912326812744
josh visas,pos,1,0.9591374397277832
josh studio,pos,1,0.9758450984954834
josh caucus,pos,1,0.8416646718978882
josh struggled,pos,1,0.9459807872772217
josh wore,pos,1,0.9680083990097046
josh gray,pos,1,0.8074022531509399
josh actress,pos,1,0.8699096441268921
josh comedy,pos,1,0.6569968461990356
josh barred,pos,1,0.9494774341583252
josh episodes,pos,1,0.6290085315704346
josh stadium,pos,1,0.9474635124206543
josh apartment,pos,1,0.8452151417732239
josh dance,pos,1,0.9151173830032349
josh jersey,pos,1,0.9737573266029358
josh inauguration,pos,1,0.620743989944458
josh declined,pos,1,0.8124895095825195
josh airline,pos,1,0.9527808427810669
josh nonprofit,pos,1,0.9593225717544556
josh canceled,pos,1,0.9774975776672363
josh musical,pos,1,0.8922077417373657
josh critic,pos,1,0.8163164258003235
josh repeal,pos,1,0.9198886156082153
josh afterward,pos,1,0.9461791515350342
josh insurers,pos,1,0.9320517182350159
josh transgender,pos,1,0.8918042778968811
josh tour,pos,1,0.9179582595825195
josh restaurant,pos,1,0.8797213435173035
josh telephone,pos,1,0.9360001087188721
josh captain,pos,1,0.9003608226776123
josh spokeswoman,pos,1,0.860846757888794
josh sued,pos,1,0.9494844675064087
josh commissioner,pos,1,0.9355726838111877
josh mills,pos,1,0.9549318552017212
josh memorial,pos,1,0.7966587543487549
josh academy,pos,1,0.9663883447647095
josh nominees,pos,1,0.9527203440666199
josh teams,pos,1,0.8994690775871277
josh hotels,pos,1,0.9617112874984741
josh theater,pos,1,0.6822670698165894
josh hoped,pos,1,0.8375747203826904
josh executives,pos,1,0.9138636589050293
josh ambitious,pos,1,0.8115278482437134
josh pink,pos,1,0.9029343128204346
josh queens,pos,1,0.9256997108459473
josh drama,pos,1,0.7227317690849304
josh beach,pos,1,0.8970038890838623
josh passengers,pos,1,0.9715983867645264
josh longtime,pos,1,0.9654341340065002
josh artists,pos,1,0.7545506954193115
josh sports,pos,1,0.8095675706863403
josh executive,pos,1,0.7906793355941772
josh neighborhood,pos,1,0.970039427280426
josh drew,pos,1,0.89264976978302
josh brands,pos,1,0.703122615814209
josh kitchen,pos,1,0.9449360370635986
josh pleaded,pos,1,0.9135339260101318
josh songs,pos,1,0.9469112157821655
josh tickets,pos,1,0.6483120322227478
josh photograph,pos,1,0.6005855202674866
josh mayor,pos,1,0.9304955005645752
josh rivals,pos,1,0.9166110754013062
josh younger,pos,1,0.8848395347595215
josh reviews,pos,1,0.9183751344680786
josh hearings,pos,1,0.8974307775497437
josh denounced,pos,1,0.7434435486793518
josh critics,pos,1,0.76273512840271
josh criticized,pos,1,0.9124091863632202
josh singer,pos,1,0.9735928177833557
josh seemed,pos,1,0.5310398936271667
josh attackers,pos,1,0.7447441816329956
josh hosts,pos,1,0.9694413542747498
josh sharply,pos,1,0.8885675668716431
josh convention,pos,1,0.8460632562637329
josh customs,pos,1,0.9491265416145325
josh song,pos,1,0.8266446590423584
josh acknowledged,pos,1,0.913176417350769
josh professor,pos,1,0.9352313280105591
josh podcast,pos,1,0.9748219847679138
josh speaker,pos,1,0.9565733671188354
josh festival,pos,1,0.5777417421340942
josh chief,pos,1,0.9088667035102844
josh transportation,pos,1,0.9255696535110474
josh celebrated,pos,1,0.808780312538147
josh medal,pos,1,0.6036937832832336
josh embraced,pos,1,0.8721449375152588
josh deportation,pos,1,0.960102915763855
josh floor,pos,1,0.8213119506835938
josh awards,pos,1,0.9422196745872498
josh praised,pos,0,0.4827873408794403
josh scheduled,pos,1,0.7986471652984619
josh 700,pos,1,0.9382739067077637
josh attended,pos,1,0.8388692140579224
josh games,pos,1,0.8830647468566895
josh regulators,pos,1,0.9594690203666687
josh fans,pos,1,0.8725581169128418
josh performance,pos,1,0.9127653241157532
josh landed,pos,1,0.9109138250350952
josh shoes,pos,1,0.9092821478843689
josh app,pos,1,0.78243088722229
josh photographs,pos,1,0.9008381366729736
josh music,pos,1,0.9073148965835571
josh aides,pos,1,0.8499190807342529
josh finished,pos,1,0.8771727085113525
josh briefly,pos,1,0.9403325319290161
josh vowed,pos,1,0.9840981960296631
josh relatives,pos,1,0.8043467998504639
josh player,pos,1,0.8724316954612732
josh tech,pos,1,0.6139535307884216
josh characters,pos,1,0.9057984352111816
josh lawyer,pos,1,0.9611588716506958
josh immigrant,pos,1,0.9221265912055969
josh drove,pos,1,0.835651159286499
josh traveled,pos,1,0.9161046743392944
josh french,pos,1,0.9249517917633057
josh parenthood,pos,1,0.8443715572357178
josh partly,pos,1,0.9442030787467957
josh driver,pos,1,0.9358246326446533
josh pair,pos,1,0.9602429866790771
josh artist,pos,1,0.9362056255340576
josh diplomats,pos,1,0.8591986894607544
josh clubs,pos,1,0.9510030746459961
josh champion,pos,1,0.8961277604103088
josh afternoon,pos,1,0.8540804386138916
josh lawmakers,pos,1,0.8113377690315247
josh parking,pos,1,0.9832963943481445
josh ratings,pos,1,0.7892352938652039
josh arriving,pos,1,0.8125659227371216
josh waited,pos,1,0.9856249094009399
josh tracks,pos,1,0.9708001613616943
josh prompted,pos,1,0.7477644681930542
josh episode,pos,1,0.8229259252548218
josh departure,pos,1,0.9699598550796509
josh advertising,pos,1,0.9563766717910767
josh tourists,pos,1,0.9329164028167725
josh nearby,pos,1,0.8980122804641724
josh travel,pos,1,0.9229346513748169
josh rooms,pos,1,0.8890154361724854
josh bar,pos,1,0.9588487148284912
josh television,pos,1,0.9351372718811035
josh governing,pos,1,0.9777358770370483
josh adviser,pos,1,0.9018105268478394
josh stars,pos,1,0.9418874979019165
josh luxury,pos,1,0.9749927520751953
josh shopping,pos,1,0.8900666236877441
josh featuring,pos,1,0.8258401155471802
josh competing,pos,1,0.8888182640075684
josh tower,pos,1,0.9518979787826538
sunday steven,pos,1,0.8146237134933472
sunday san,pos,1,0.5797770619392395
sunday gore,pos,1,0.7634844779968262
sunday dutch,pos,0,0.44673803448677063
sunday washington,pos,0,0.44469302892684937
sunday kerry,pos,1,0.9056877493858337
sunday conway,pos,1,0.5353946089744568
sunday milo,pos,0,0.0779218077659607
sunday jeff,pos,0,0.33041679859161377
sunday maher,pos,0,0.25723403692245483
sunday alaska,pos,1,0.8929575681686401
sunday michelle,pos,0,0.2673088312149048
sunday justin,pos,1,0.5850628614425659
sunday melania,pos,0,0.2267073690891266
sunday chelsea,pos,1,0.9403159618377686
sunday warren,pos,1,0.620399534702301
sunday ap,pos,0,0.10508596897125244
sunday berkeley,pos,1,0.7371154427528381
sunday jay,pos,1,0.7846708297729492
sunday gen,pos,1,0.8192468881607056
sunday kaepernick,pos,1,0.6608061194419861
sunday weekdays,pos,1,0.5114220976829529
sunday 0,pos,1,0.9657638072967529
sunday com,pos,0,0.028346329927444458
sunday tournament,pos,1,0.5703204870223999
sunday doping,pos,1,0.7248008847236633
sunday soccer,pos,0,0.4813741445541382
sunday basketball,pos,0,0.25770431756973267
sunday museum,pos,0,0.17208248376846313
sunday gunman,pos,1,0.5916128754615784
sunday cellphone,pos,0,0.10987675189971924
sunday championship,pos,1,0.8220367431640625
sunday dean,pos,0,0.4752110242843628
sunday anonymity,pos,1,0.6211050748825073
sunday 125,pos,1,0.7167314291000366
sunday travelers,pos,1,0.6035274863243103
sunday recalled,pos,0,0.39462992548942566
sunday coach,pos,0,0.14525702595710754
sunday restaurants,pos,1,0.6515861749649048
sunday athletes,pos,1,0.7806225419044495
sunday chancellor,pos,1,0.5108315944671631
sunday briefing,pos,0,0.14893215894699097
sunday sport,pos,0,0.040917396545410156
sunday album,pos,0,0.48500946164131165
sunday subway,pos,0,0.47753477096557617
sunday downtown,pos,1,0.6966861486434937
sunday tennis,pos,1,0.7008250951766968
sunday mike,pos,1,0.7255147099494934
sunday counterterrorism,pos,1,0.6814676523208618
sunday senators,pos,1,0.6352449655532837
sunday visas,pos,1,0.7310284376144409
sunday studio,pos,1,0.8324360251426697
sunday caucus,pos,0,0.3429921865463257
sunday struggled,pos,1,0.6567251086235046
sunday wore,pos,1,0.7785654067993164
sunday gray,pos,0,0.28456753492355347
sunday actress,pos,0,0.40197956562042236
sunday comedy,pos,0,0.15200954675674438
sunday barred,pos,1,0.668606698513031
sunday episodes,pos,0,0.13696712255477905
sunday stadium,pos,1,0.6683858633041382
sunday apartment,pos,0,0.3468053340911865
sunday dance,pos,1,0.5277193784713745
sunday jersey,pos,1,0.8181244730949402
sunday inauguration,pos,0,0.12930968403816223
sunday declined,pos,0,0.28844618797302246
sunday airline,pos,1,0.690460741519928
sunday nonprofit,pos,1,0.7248333692550659
sunday canceled,pos,1,0.8442420959472656
sunday musical,pos,0,0.4521505832672119
sunday critic,pos,0,0.30115747451782227
sunday repeal,pos,1,0.5457111597061157
sunday afterward,pos,1,0.6544176936149597
sunday insurers,pos,1,0.5932076573371887
sunday transgender,pos,0,0.4545239806175232
sunday tour,pos,1,0.5317062735557556
sunday restaurant,pos,0,0.42756178975105286
sunday telephone,pos,1,0.6044642925262451
sunday captain,pos,0,0.47794196009635925
sunday spokeswoman,pos,0,0.37522798776626587
sunday sued,pos,1,0.6688952445983887
sunday commissioner,pos,1,0.5952155590057373
sunday mills,pos,1,0.7025033235549927
sunday memorial,pos,0,0.2687779664993286
sunday academy,pos,1,0.7738901376724243
sunday nominees,pos,1,0.6881097555160522
sunday teams,pos,0,0.4740792512893677
sunday hotels,pos,1,0.7359879016876221
sunday theater,pos,0,0.163457453250885
sunday hoped,pos,0,0.3339465260505676
sunday executives,pos,1,0.5196345448493958
sunday ambitious,pos,0,0.2952749729156494
sunday pink,pos,0,0.48759564757347107
sunday queens,pos,1,0.5593686699867249
sunday drama,pos,0,0.1945819854736328
sunday beach,pos,0,0.4707781672477722
sunday passengers,pos,1,0.8003882169723511
sunday longtime,pos,1,0.760664165019989
sunday artists,pos,0,0.22324016690254211
sunday sports,pos,0,0.2947012782096863
sunday executive,pos,0,0.2609647512435913
sunday neighborhood,pos,1,0.7889449596405029
sunday drew,pos,0,0.4563499689102173
sunday brands,pos,0,0.18427452445030212
sunday kitchen,pos,1,0.644589364528656
sunday pleaded,pos,1,0.5133833885192871
sunday songs,pos,1,0.6619946956634521
sunday tickets,pos,0,0.14596807956695557
sunday photograph,pos,0,0.12331321835517883
sunday mayor,pos,1,0.5861168503761292
sunday rivals,pos,1,0.5340815782546997
sunday younger,pos,0,0.4359606206417084
sunday reviews,pos,1,0.5395004749298096
sunday hearings,pos,0,0.46617361903190613
sunday denounced,pos,0,0.21560370922088623
sunday critics,pos,0,0.23810496926307678
sunday criticized,pos,1,0.5216888189315796
sunday singer,pos,1,0.8107956647872925
sunday seemed,pos,0,0.09452655911445618
sunday attackers,pos,0,0.21965372562408447
sunday hosts,pos,1,0.791928768157959
sunday sharply,pos,0,0.44824591279029846
sunday convention,pos,0,0.3553151488304138
sunday customs,pos,1,0.67376309633255
sunday song,pos,0,0.3175301253795624
sunday acknowledged,pos,1,0.5189380049705505
sunday professor,pos,1,0.6032707095146179
sunday podcast,pos,1,0.8194860219955444
sunday speaker,pos,1,0.7110167741775513
sunday festival,pos,0,0.1132509708404541
sunday chief,pos,0,0.4974689483642578
sunday transportation,pos,1,0.5636734366416931
sunday celebrated,pos,0,0.29030734300613403
sunday medal,pos,0,0.1230325996875763
sunday embraced,pos,0,0.40680012106895447
sunday deportation,pos,1,0.7286033034324646
sunday floor,pos,0,0.3079639673233032
sunday awards,pos,1,0.6415558457374573
sunday praised,pos,0,0.08119294047355652
sunday scheduled,pos,0,0.27691853046417236
sunday 700,pos,1,0.6226251125335693
sunday attended,pos,0,0.3345218300819397
sunday games,pos,0,0.43709519505500793
sunday regulators,pos,1,0.728787362575531
sunday fans,pos,0,0.4055885076522827
sunday performance,pos,1,0.5189158916473389
sunday landed,pos,1,0.5102083683013916
sunday shoes,pos,1,0.5159229040145874
sunday app,pos,0,0.248931884765625
sunday photographs,pos,0,0.4823472499847412
sunday music,pos,1,0.5032060742378235
sunday aides,pos,0,0.3583390712738037
sunday finished,pos,0,0.41396650671958923
sunday briefly,pos,1,0.6311434507369995
sunday vowed,pos,1,0.8872658014297485
sunday relatives,pos,0,0.2855256199836731
sunday player,pos,0,0.40404435992240906
sunday tech,pos,0,0.12982246279716492
sunday characters,pos,0,0.49145370721817017
sunday lawyer,pos,1,0.736963152885437
sunday immigrant,pos,1,0.555918276309967
sunday drove,pos,0,0.32522398233413696
sunday traveled,pos,1,0.5265426635742188
sunday french,pos,1,0.5639529824256897
sunday parenthood,pos,0,0.3418431282043457
sunday partly,pos,1,0.6490561962127686
sunday driver,pos,1,0.6125235557556152
sunday pair,pos,1,0.7295519113540649
sunday artist,pos,1,0.6171835660934448
sunday diplomats,pos,0,0.3764500617980957
sunday clubs,pos,1,0.6810939908027649
sunday champion,pos,0,0.47148653864860535
sunday afternoon,pos,0,0.36823737621307373
sunday lawmakers,pos,0,0.2995634377002716
sunday parking,pos,1,0.8837831020355225
sunday ratings,pos,0,0.26643073558807373
sunday arriving,pos,0,0.29011908173561096
sunday waited,pos,1,0.8967159986495972
sunday tracks,pos,1,0.7964683175086975
sunday prompted,pos,0,0.21702289581298828
sunday episode,pos,0,0.3090669512748718
sunday departure,pos,1,0.7920217514038086
sunday advertising,pos,1,0.7107203006744385
sunday tourists,pos,1,0.5935041904449463
sunday nearby,pos,0,0.4686744809150696
sunday travel,pos,1,0.5525779724121094
sunday rooms,pos,0,0.4449276626110077
sunday bar,pos,1,0.7222604155540466
sunday television,pos,1,0.6033416986465454
sunday governing,pos,1,0.8449225425720215
sunday adviser,pos,0,0.47676602005958557
sunday stars,pos,1,0.6335673332214355
sunday luxury,pos,1,0.8225154876708984
sunday shopping,pos,0,0.454570472240448
sunday featuring,pos,0,0.31429797410964966
sunday competing,pos,0,0.45048463344573975
sunday tower,pos,1,0.6904110908508301
steven san,pos,1,0.9545964598655701
steven gore,pos,1,0.9777464270591736
steven dutch,pos,1,0.9283274412155151
steven washington,pos,1,0.9295443892478943
steven kerry,pos,1,0.9908925890922546
steven conway,pos,1,0.9476701617240906
steven milo,pos,1,0.6051890850067139
steven jeff,pos,1,0.8939856886863708
steven maher,pos,1,0.8545931577682495
steven alaska,pos,1,0.9898381233215332
steven michelle,pos,1,0.862947940826416
steven justin,pos,1,0.9542640447616577
steven melania,pos,1,0.8374446630477905
steven chelsea,pos,1,0.9939559698104858
steven warren,pos,1,0.9614525437355042
steven ap,pos,1,0.6890444755554199
steven berkeley,pos,1,0.9750722646713257
steven jay,pos,1,0.9798018932342529
steven gen,pos,1,0.9832413196563721
steven kaepernick,pos,1,0.9659502506256104
steven weekdays,pos,1,0.9418721199035645
steven 0,pos,1,0.9963498711585999
steven com,pos,0,0.34426042437553406
steven tournament,pos,1,0.9526610970497131
steven doping,pos,1,0.9735482931137085
steven soccer,pos,1,0.9378567934036255
steven basketball,pos,1,0.8567392826080322
steven museum,pos,1,0.7851147651672363
steven gunman,pos,1,0.9563419818878174
steven cellphone,pos,1,0.6960404515266418
steven championship,pos,1,0.9831296801567078
steven dean,pos,1,0.935123860836029
steven anonymity,pos,1,0.9610888957977295
steven 125,pos,1,0.9723005294799805
steven travelers,pos,1,0.9573831558227539
steven recalled,pos,1,0.9146266579627991
steven coach,pos,1,0.7507334351539612
steven restaurants,pos,1,0.9644549489021301
steven athletes,pos,1,0.9794974327087402
steven chancellor,pos,1,0.9425694346427917
steven briefing,pos,1,0.7585361003875732
steven sport,pos,0,0.4370672404766083
steven album,pos,1,0.9382866024971008
steven subway,pos,1,0.9364184141159058
steven downtown,pos,1,0.9701105356216431
steven tennis,pos,1,0.970439076423645
steven mike,pos,1,0.9745163917541504
steven counterterrorism,pos,1,0.9685080051422119
steven senators,pos,1,0.9617295265197754
steven visas,pos,1,0.9734992980957031
steven studio,pos,1,0.9842160940170288
steven caucus,pos,1,0.8967760801315308
steven struggled,pos,1,0.9652279615402222
steven wore,pos,1,0.9792790412902832
steven gray,pos,1,0.8737315535545349
steven actress,pos,1,0.9156547784805298
steven comedy,pos,1,0.761846661567688
steven barred,pos,1,0.9676226377487183
steven episodes,pos,1,0.739327073097229
steven stadium,pos,1,0.9660468101501465
steven apartment,pos,1,0.8994001150131226
steven dance,pos,1,0.9454233646392822
steven jersey,pos,1,0.9828861951828003
steven inauguration,pos,1,0.7338458895683289
steven declined,pos,1,0.8775508403778076
steven airline,pos,1,0.96959388256073
steven nonprofit,pos,1,0.9737932682037354
steven canceled,pos,1,0.9852579832077026
steven musical,pos,1,0.9307121634483337
steven critic,pos,1,0.8794529438018799
steven repeal,pos,1,0.9484729766845703
steven afterward,pos,1,0.9654519557952881
steven insurers,pos,1,0.9563189744949341
steven transgender,pos,1,0.9302369356155396
steven tour,pos,1,0.9475178718566895
steven restaurant,pos,1,0.9220566749572754
steven telephone,pos,1,0.9590499997138977
steven captain,pos,1,0.935926079750061
steven spokeswoman,pos,1,0.9100562334060669
steven sued,pos,1,0.9676125049591064
steven commissioner,pos,1,0.9590020179748535
steven mills,pos,1,0.970949649810791
steven memorial,pos,1,0.866374135017395
steven academy,pos,1,0.9781132936477661
steven nominees,pos,1,0.9696152806282043
steven teams,pos,1,0.9354183673858643
steven hotels,pos,1,0.9753826856613159
steven theater,pos,1,0.7827454805374146
steven hoped,pos,1,0.8941497802734375
steven executives,pos,1,0.9448027610778809
steven ambitious,pos,1,0.8760581612586975
steven pink,pos,1,0.9375130534172058
steven queens,pos,1,0.9525480270385742
steven drama,pos,1,0.8129221200942993
steven beach,pos,1,0.9335862994194031
steven passengers,pos,1,0.9815804362297058
steven longtime,pos,1,0.9776952862739563
steven artists,pos,1,0.8362176418304443
steven sports,pos,1,0.874427080154419
steven executive,pos,1,0.8622708320617676
steven neighborhood,pos,1,0.9806357622146606
steven drew,pos,1,0.9308370351791382
steven brands,pos,1,0.797132670879364
steven kitchen,pos,1,0.9647761583328247
steven pleaded,pos,1,0.9447832107543945
steven songs,pos,1,0.9658006429672241
steven tickets,pos,1,0.7552676200866699
steven photograph,pos,1,0.715884804725647
steven mayor,pos,1,0.9553312659263611
steven rivals,pos,1,0.9463575482368469
